goods_id,goods_shop,goods_name,comment_count,score1_count,score2_count,score3_count,score4_count,score5_count,comment_cur_page,comment_max_page
41440694737,戴尔平瀚台式机专卖店,Dell/戴尔灵越AIO 5490一体机电脑 23.8英寸微边框台式机办公家用商务游戏网课大屏窄边 黑 十代i3 8G 256G固态 集显 标配,6576,3,1,0,2,2806,0,1
41440694737,戴尔平瀚台式机专卖店,Dell/戴尔灵越AIO 5490一体机电脑 23.8英寸微边框台式机办公家用商务游戏网课大屏窄边 黑 十代i3 8G 256G固态 集显 标配,6576,3,1,0,2,2806,0,1
41440694737,戴尔平瀚台式机专卖店,Dell/戴尔灵越AIO 5490一体机电脑 23.8英寸微边框台式机办公家用商务游戏网课大屏窄边 黑 十代i3 8G 256G固态 集显 标配,6576,3,1,0,2,2806,0,1
41440694737,戴尔平瀚台式机专卖店,Dell/戴尔灵越AIO 5490一体机电脑 23.8英寸微边框台式机办公家用商务游戏网课大屏窄边 黑 十代i3 8G 256G固态 集显 标配,6576,3,1,0,2,2806,0,1
41440694737,戴尔平瀚台式机专卖店,Dell/戴尔灵越AIO 5490一体机电脑 23.8英寸微边框台式机办公家用商务游戏网课大屏窄边 黑 十代i3 8G 256G固态 集显 标配,6576,3,1,0,2,2806,0,1
41440694737,戴尔平瀚台式机专卖店,Dell/戴尔灵越AIO 5490一体机电脑 23.8英寸微边框台式机办公家用商务游戏网课大屏窄边 黑 十代i3 8G 256G固态 集显 标配,6576,3,1,0,2,2806,0,1
41440694737,戴尔平瀚台式机专卖店,Dell/戴尔灵越AIO 5490一体机电脑 23.8英寸微边框台式机办公家用商务游戏网课大屏窄边 黑 十代i3 8G 256G固态 集显 标配,6576,3,1,0,2,2806,0,1
41440694737,戴尔平瀚台式机专卖店,Dell/戴尔灵越AIO 5490一体机电脑 23.8英寸微边框台式机办公家用商务游戏网课大屏窄边 黑 十代i3 8G 256G固态 集显 标配,6576,3,1,0,2,2806,0,1
41440694737,戴尔平瀚台式机专卖店,Dell/戴尔灵越AIO 5490一体机电脑 23.8英寸微边框台式机办公家用商务游戏网课大屏窄边 黑 十代i3 8G 256G固态 集显 标配,6576,3,1,0,2,2806,0,1
41440694737,戴尔平瀚台式机专卖店,Dell/戴尔灵越AIO 5490一体机电脑 23.8英寸微边框台式机办公家用商务游戏网课大屏窄边 黑 十代i3 8G 256G固态 集显 标配,6576,3,1,0,2,2806,0,1
70804564817,戴尔菱悦专卖店,戴尔（DELL）灵越3000家用办公一体机电脑全套财务学习网课台式机21.5/23.8英寸微边框主机 A9-9425/8G/256G固态/白色/定制,158,0,0,0,0,64,0,2
70804564817,戴尔菱悦专卖店,戴尔（DELL）灵越3000家用办公一体机电脑全套财务学习网课台式机21.5/23.8英寸微边框主机 A9-9425/8G/256G固态/白色/定制,158,0,0,0,0,64,0,2
70804564817,戴尔菱悦专卖店,戴尔（DELL）灵越3000家用办公一体机电脑全套财务学习网课台式机21.5/23.8英寸微边框主机 A9-9425/8G/256G固态/白色/定制,158,0,0,0,0,64,0,2
70804564817,戴尔菱悦专卖店,戴尔（DELL）灵越3000家用办公一体机电脑全套财务学习网课台式机21.5/23.8英寸微边框主机 A9-9425/8G/256G固态/白色/定制,158,0,0,0,0,64,0,2
70804564817,戴尔菱悦专卖店,戴尔（DELL）灵越3000家用办公一体机电脑全套财务学习网课台式机21.5/23.8英寸微边框主机 A9-9425/8G/256G固态/白色/定制,158,0,0,0,0,64,0,2
70804564817,戴尔菱悦专卖店,戴尔（DELL）灵越3000家用办公一体机电脑全套财务学习网课台式机21.5/23.8英寸微边框主机 A9-9425/8G/256G固态/白色/定制,158,0,0,0,0,64,0,2
70804564817,戴尔菱悦专卖店,戴尔（DELL）灵越3000家用办公一体机电脑全套财务学习网课台式机21.5/23.8英寸微边框主机 A9-9425/8G/256G固态/白色/定制,158,0,0,0,0,64,0,2
70804564817,戴尔菱悦专卖店,戴尔（DELL）灵越3000家用办公一体机电脑全套财务学习网课台式机21.5/23.8英寸微边框主机 A9-9425/8G/256G固态/白色/定制,158,0,0,0,0,64,0,2
70804564817,戴尔菱悦专卖店,戴尔（DELL）灵越3000家用办公一体机电脑全套财务学习网课台式机21.5/23.8英寸微边框主机 A9-9425/8G/256G固态/白色/定制,158,0,0,0,0,64,0,2
70804564817,戴尔菱悦专卖店,戴尔（DELL）灵越3000家用办公一体机电脑全套财务学习网课台式机21.5/23.8英寸微边框主机 A9-9425/8G/256G固态/白色/定制,158,0,0,0,0,64,0,2
11943085270,戴尔华宏创天专卖店,戴尔（DELL）灵越5493/5593 燃5000 手提轻薄超极本商务办公网课学生游戏笔记本电脑 酷炫银|14.0英寸|i5-1035G1|2G独显 8G内存 512GPCI-E纯固态硬盘 热卖版,28365,233,63,104,201,12124,0,100
11943085270,戴尔华宏创天专卖店,戴尔（DELL）灵越5493/5593 燃5000 手提轻薄超极本商务办公网课学生游戏笔记本电脑 酷炫银|14.0英寸|i5-1035G1|2G独显 8G内存 512GPCI-E纯固态硬盘 热卖版,28365,233,63,104,201,12124,0,100
11943085270,戴尔华宏创天专卖店,戴尔（DELL）灵越5493/5593 燃5000 手提轻薄超极本商务办公网课学生游戏笔记本电脑 酷炫银|14.0英寸|i5-1035G1|2G独显 8G内存 512GPCI-E纯固态硬盘 热卖版,28365,233,63,104,201,12124,0,100
11943085270,戴尔华宏创天专卖店,戴尔（DELL）灵越5493/5593 燃5000 手提轻薄超极本商务办公网课学生游戏笔记本电脑 酷炫银|14.0英寸|i5-1035G1|2G独显 8G内存 512GPCI-E纯固态硬盘 热卖版,28365,233,63,104,201,12124,0,100
11943085270,戴尔华宏创天专卖店,戴尔（DELL）灵越5493/5593 燃5000 手提轻薄超极本商务办公网课学生游戏笔记本电脑 酷炫银|14.0英寸|i5-1035G1|2G独显 8G内存 512GPCI-E纯固态硬盘 热卖版,28365,233,63,104,201,12124,0,100
11943085270,戴尔华宏创天专卖店,戴尔（DELL）灵越5493/5593 燃5000 手提轻薄超极本商务办公网课学生游戏笔记本电脑 酷炫银|14.0英寸|i5-1035G1|2G独显 8G内存 512GPCI-E纯固态硬盘 热卖版,28365,233,63,104,201,12124,0,100
11943085270,戴尔华宏创天专卖店,戴尔（DELL）灵越5493/5593 燃5000 手提轻薄超极本商务办公网课学生游戏笔记本电脑 酷炫银|14.0英寸|i5-1035G1|2G独显 8G内存 512GPCI-E纯固态硬盘 热卖版,28365,233,63,104,201,12124,0,100
11943085270,戴尔华宏创天专卖店,戴尔（DELL）灵越5493/5593 燃5000 手提轻薄超极本商务办公网课学生游戏笔记本电脑 酷炫银|14.0英寸|i5-1035G1|2G独显 8G内存 512GPCI-E纯固态硬盘 热卖版,28365,233,63,104,201,12124,0,100
11943085270,戴尔华宏创天专卖店,戴尔（DELL）灵越5493/5593 燃5000 手提轻薄超极本商务办公网课学生游戏笔记本电脑 酷炫银|14.0英寸|i5-1035G1|2G独显 8G内存 512GPCI-E纯固态硬盘 热卖版,28365,233,63,104,201,12124,0,100
